STRIP_NO,STAND_NO,kmCal,kmAct,STRAINRATE_POST,KM,STRAIN_RATE
7496971900,7,229.233,213.8717,56.07291,228.1452,52.00846
7496972100,1,124.6246,120.0979,7.801887,124.5695,7.639383
7496972100,2,138.1342,129.0128,14.97578,138.1051,14.69554
7496972100,3,146.7855,139.0882,25.27834,146.0533,24.96481
7496972100,4,180.6432,200.2238,33.77197,178.9273,33.47645
7496972100,5,188.6016,172.6975,53.57487,187.6654,52.03505
7496972100,6,184.6349,196.8864,64.12687,183.5534,64.18657
7496972100,7,232.9147,217.2287,69.27007,229.6548,63.45977
7496972300,1,117.9021,118.4413,7.476355,117.9289,7.42889
7496972300,2,133.2017,126.9403,14.40692,133.2402,14.68133
7496972300,3,142.1693,140.2965,26.18183,141.9658,25.96063
7496972300,4,171.2194,172.0703,35.02877,171.1172,35.11127
7496972300,5,194.7984,205.2856,57.28379,194.1338,56.4227
7496972300,6,193.6717,210.5143,68.34813,192.5819,67.58074
7496972300,7,246.5988,228.1556,74.83384,244.152,68.05024
7496972400,1,114.0881,117.4518,7.440042,114.1311,7.43937
7496972400,2,127.1266,127.1473,14.38887,127.2774,14.69504
7496972400,3,140.7672,140.1118,26.13567,140.6888,25.97464
7496972400,4,170.0698,172.3204,35.15264,169.9121,35.12093
7496972400,5,189.4429,204.3631,57.07322,188.4724,56.425
7496972400,6,195.9736,213.5836,70.24332,194.6398,67.57197
7496972400,7,244.826,221.001,72.69704,242.0829,68.03397
7497371300,1,128.0258,138.6224,7.996857,128.0747,8.0308
7497371300,2,147.447,143.646,16.02018,147.8098,16.10693
7497371300,3,153.9865,148.224,30.9023,153.3204,30.03925
7497371300,4,181.7034,177.8599,45.00383,180.6019,43.86434
7497371300,5,200.5286,201.0968,73.76292,199.0379,69.95367
7497371300,6,196.0413,203.1552,85.52259,194.2794,81.47544
7497371300,7,249.6419,261.9369,83.26748,246.9225,81.24514
7497371400,1,129.6733,132.1615,8.189597,129.6141,8.082535
7497371400,2,147.7204,142.648,16.21115,147.914,16.32402
7497371400,3,153.9557,144.6291,31.04802,153.4759,30.62434
7497371400,4,180.9048,177.3347,43.15158,180.1096,42.75403
7497371400,5,200.5581,196.9357,73.69053,198.7593,69.91479
7497371400,6,197.0333,195.0061,83.85207,194.9481,81.62287
7497371400,7,251.4821,251.07,82.85033,248.3982,81.51263
7497371500,1,123.4166,136.3907,8.048401,123.4078,8.07735
7497371500,2,148.5341,143.5818,17.09605,148.8571,17.13865
7497371500,3,153.4674,148.6631,32.92434,152.9049,32.39845
7497371500,4,178.9179,178.8408,43.90545,178.0744,43.92662
7497371500,5,205.9005,203.8425,81.11364,204.6316,76.1276
7497371500,6,203.6113,206.2413,98.43507,201.5788,94.06068
7497371500,7,231.286,259.0994,89.86035,228.2901,92.95187
7497371600,1,129.7702,136.9846,8.09354,129.7514,8.072748
7497371600,2,147.5946,142.9605,17.03513,147.8409,17.13219
7497371600,3,153.19,148.8197,32.48219,152.8558,32.39137
7497371600,4,181.8454,179.3412,44.56561,180.8191,43.92139
7497371600,5,206.7345,207.4841,80.6123,204.9583,76.12566
7497371600,6,204.7842,201.7121,99.03832,202.4662,94.06477
7497371600,7,235.4789,252.2107,90.39547,232.2009,92.95972
7497371700,1,130.8784,136.8736,8.101878,130.8262,8.052492
7497371700,2,147.4384,147.3888,16.99165,147.5921,17.10374
7497371700,3,152.8251,152.9049,32.16756,152.6582,32.36015
7497371700,4,181.5417,181.4137,44.26424,180.8854,43.89832
7497371700,5,206.6074,214.7411,79.22294,205.4206,76.1172
7497371700,6,204.202,207.8517,99.9321,202.4682,94.08289
7497371700,7,237.4488,261.112,93.39368,234.5907,92.99446
7497371800,1,123.9362,130.4001,8.014454,123.9814,8.025174
7497371800,2,146.9998,139.9716,17.06083,147.1791,17.06534
7497371800,3,148.3587,146.8262,32.46886,147.9669,32.31802
7497371800,4,178.2264,176.4858,43.60252,177.8698,43.86718
7497371800,5,206.6051,206.2051,80.34539,205.1559,76.10579
7497371800,6,203.7372,202.3409,96.50844,201.7683,94.1075
7497371800,7,239.067,237.2081,94.51416,236.1717,93.04155
7497371900,1,131.9417,137.961,9.33232,131.9279,9.300362
7497371900,2,150.8686,144.5426,19.49837,151.212,19.71524
7497371900,3,150.2219,145.193,37.38662,149.9588,37.24063
7497371900,4,182.8858,176.7847,50.12546,182.5647,50.46747
7497371900,5,210.0722,202.3418,93.1683,208.1948,87.42377
7497371900,6,207.8695,193.3493,110.7773,205.6311,107.9819
7497371900,7,227.5942,221.2732,100.7875,223.9926,106.6879
7497372000,1,130.905,135.6152,8.096417,130.9067,8.073676
7497372000,2,146.6015,142.8476,16.95712,146.873,17.12465
7497372000,3,152.1418,147.0225,32.55951,151.8188,32.36235
7497372000,4,180.5709,180.0043,44.14159,179.7653,43.86943
7497372000,5,206.3307,202.9081,80.34983,205.0048,76.01522
7497372000,6,203.441,200.1646,99.37715,201.4265,93.90971
7497372000,7,238.5833,246.7984,94.14436,235.6329,92.79546
7497372100,1,124.5877,130.6577,8.179788,124.6081,8.183937
7497372100,2,145.0789,137.0757,16.40484,145.3483,16.4371
7497372100,3,146.1276,142.1842,30.37937,146.0422,30.69139
7497372100,4,176.0465,171.4978,42.70196,175.5955,42.71332
7497372100,5,198.327,194.3963,74.05208,196.3732,69.65852
7497372100,6,195.0307,183.3777,84.71779,192.7638,81.16979
7497372100,7,244.6548,222.7004,82.29195,241.4229,80.96413
7497372200,1,132.6909,133.2173,8.239954,132.6431,8.142727
7497372200,2,146.918,144.317,16.13526,147.0701,16.38203
7497372200,3,151.3763,145.3068,30.50551,151.3776,30.6325
7497372200,4,180.5409,176.8813,43.22378,180.1311,42.67214
7497372200,5,200.2252,198.0002,73.24671,198.7279,69.64907
7497372200,6,196.0282,187.843,84.86596,194.2275,81.20565
7497372200,7,252.3925,240.7543,82.44458,249.4434,81.02914
7497372300,1,132.3383,135.8585,9.100299,132.3116,9.033476
7497372300,2,154.2762,144.5146,17.94901,154.6868,18.13613
7497372300,3,153.9671,142.6743,33.90009,153.7024,33.85238
7497372300,4,185.0994,173.9709,47.75295,184.4309,47.10198
7497372300,5,199.2791,193.9747,80.95655,197.1009,76.80068
7497372300,6,198.1159,183.6013,91.99898,195.7047,89.48016
7497372300,7,255.8718,228.2279,88.28436,251.4408,89.2459
7497970300,1,132.7645,133.4765,9.069904,132.6967,8.994766
7497970300,2,151.2239,137.4383,20.558,151.023,19.76907
7497970300,3,147.3581,162.0072,39.21847,147.1241,41.30238
7497970300,4,188.2008,179.9544,60.40265,187.85,59.21602
7497970300,5,200.394,209.3734,108.6171,199.0203,105.1195
7497970300,6,197.8578,198.8027,127.5688,195.9934,124.102
7497970300,7,223.9027,225.2326,120.7099,221.364,125.2679
7497970400,1,120.5861,135.4167,7.579973,120.5385,7.644261
7497970400,2,144.1059,140.7919,17.17825,144.1467,16.79023
7497970400,3,143.7932,167.9998,34.13167,143.8175,35.05937
7497970400,4,183.7808,189.1449,50.91025,183.6305,50.24789
7497970400,5,204.7065,222.3743,89.58597,204.6192,89.17107
7497970400,6,203.7292,213.446,113.4605,202.7816,105.2511
7497970400,7,225.3751,247.8645,113.9231,223.2151,106.2265
7497970700,1,121.4075,123.3184,9.482994,121.3582,9.372447
7497970700,2,140.0657,133.9869,21.05013,139.9289,20.56736
7497970700,3,146.5952,159.3006,38.86781,146.5674,40.4607
7497970700,4,175.8971,170.5027,60.88933,175.4007,59.52595
7497970700,5,183.5617,191.0568,103.514,181.4787,98.29224
7497970700,6,175.8442,180.7774,118.4143,173.7557,118.34
7497970700,7,200.7287,202.0376,108.2134,199.091,116.4887
7497971200,1,125.1302,127.1446,8.417634,125.0695,8.307177
7497971200,2,148.6209,138.2121,17.35974,148.288,16.78397
7497971200,3,160.1819,176.4915,29.59536,160.1397,31.05767
7497971200,4,197.0677,185.0663,44.457,196.8131,42.75314
7497971200,5,215.3712,218.5158,72.06934,213.7053,69.6389
7497971200,6,241.8333,222.817,90.21085,239.5587,81.97423
7497971200,7,280.536,271.1699,76.94135,275.5346,82.8731
7497971300,1,124.6165,123.1122,7.954816,124.6338,7.941932
7497971300,2,139.7357,130.0202,17.44746,139.6505,17.02789
7497971300,3,150.8145,168.7191,31.42139,150.4504,32.44789
7497971300,4,182.9912,178.504,46.58169,182.2969,44.65016
7497971300,5,192.5755,202.1655,78.1618,191.4025,77.1569
7497971300,6,196.0197,204.3385,97.74195,194.4592,94.91814
7497971300,7,226.9649,223.8865,94.26573,223.0777,95.6963
7497971400,1,125.7537,126.2468,7.931115,125.7597,7.933708
7497971400,2,141.7569,130.6253,17.40659,141.7143,17.01621
7497971400,3,147.8351,174.02,31.16807,147.5297,32.43494
7497971400,4,182.8012,178.7612,46.25312,182.4622,44.64045
7497971400,5,194.0363,205.5327,79.34563,193.1417,77.15318
7497971400,6,197.3754,204.8016,98.44894,195.8948,94.92535
7497971400,7,225.2624,212.2849,93.92745,223.1081,95.71071
7497971500,1,115.2584,125.2642,8.194587,115.255,8.284124
7497971500,2,141.0349,134.5329,18.64208,141.1682,18.38618
7497971500,3,147.0239,177.563,35.19596,147.0658,37.17986
7497971500,4,186.4375,182.8266,53.51283,187.2411,52.79698
7497971500,5,196.189,208.1152,90.4882,195.9092,89.061
7497971500,6,193.5719,203.6448,104.794,192.7172,102.4233
7497971500,7,237.4461,203.7683,108.8709,234.9042,103.2704
7497971600,1,126.9376,133.3517,9.552753,126.9411,9.558139
7497971600,2,145.6366,138.0305,21.3705,145.644,21.18954
7497971600,3,150.6698,172.5644,41.07853,150.8616,42.80802
7497971600,4,193.7934,185.2061,60.55119,193.8358,60.75356
7497971600,5,204.8557,206.0894,108.1423,202.8868,102.4297
7497971600,6,202.1933,194.5508,123.0779,199.7476,117.7573
7497971600,7,230.6312,193.2756,110.8941,227.7623,118.7066
7497971700,1,119.9989,123.4857,8.29942,120.04,8.321483
7497971700,2,141.3871,133.8684,18.4396,141.4653,18.44029
7497971700,3,151.3985,168.1658,37.2204,151.2107,37.24093
7497971700,4,187.4976,189.9764,52.52989,187.1003,52.84121
7497971700,5,198.1469,206.6975,92.02901,197.2631,89.07273
7497971700,6,191.7933,193.4074,109.5269,190.366,102.3886
7497971700,7,218.0657,202.1438,102.229,215.878,103.2059
7497972100,1,125.6295,130.6749,8.40016,125.6135,8.413361
7497972100,2,146.4091,135.5424,19.98362,146.269,19.16618
7497972100,3,149.4467,167.4546,34.16181,149.2501,35.84676
7497972100,4,185.7459,189.7184,50.90383,185.3508,50.9625
7497972100,5,202.6388,202.4648,85.91553,201.2316,82.63588
7497972100,6,215.259,193.8106,102.0851,212.9904,95.71593
7497972100,7,226.0417,209.0285,103.9478,223.2216,100.0927
7497972200,1,127.6585,139.3569,8.747601,127.6455,8.745252
7497972200,2,146.5658,143.3921,20.43839,146.4761,19.91756
7497972200,3,148.6185,170.0808,35.26071,148.6777,37.2454
7497972200,4,187.1933,197.1312,52.61299,186.6061,52.94476
7497972200,5,208.6388,201.9305,91.49994,207.1978,85.842
7497972200,6,213.6642,194.0696,107.7637,211.3854,99.42284
7497972200,7,225.3947,216.6327,105.5786,221.4759,107.5298
7497972300,1,115.4616,122.6428,8.312725,115.4735,8.328042
7497972300,2,134.4315,131.5093,19.202,134.4756,18.96805
7497972300,3,144.2265,166.4097,34.30101,144.1666,35.47075
7497972300,4,185.5997,187.6111,52.31136,184.948,50.42276
7497972300,5,202.1197,200.9225,85.77283,201.0824,81.75405
7497972300,6,203.8143,194.3509,100.9889,202.1301,94.68913
7497972300,7,225.0727,219.4598,106.6477,222.7847,102.4108
7497972400,1,126.1223,125.2856,8.4302,126.0555,8.369903
7497972400,2,142.8652,133.2832,19.13912,143.0467,19.02881
7497972400,3,150.0617,170.019,35.17628,149.7701,35.53532
7497972400,4,187.0726,187.156,51.59989,186.1333,50.46963
7497972400,5,201.3335,200.1595,85.43343,199.9216,81.76783
7497972400,6,202.1376,189.8359,101.7274,200.2221,94.65525
7497972400,7,221.0757,220.6898,102.5119,218.4214,102.3375
7497972500,1,126.2098,135.0123,8.393356,126.1504,8.373095
7497972500,2,141.9842,140.5288,18.993,142.2455,19.03343
7497972500,3,152.7153,167.9884,35.56602,152.4729,35.54023
7497972500,4,187.6849,187.8155,52.26633,186.706,50.47317
7497972500,5,202.0026,202.7878,85.48987,200.4612,81.76886
7497972500,6,201.6351,192.1646,100.1862,199.6203,94.65265
7497972500,7,221.8296,222.1941,104.0635,219.2283,102.3318
7497972600,1,128.0243,134.2797,8.369612,128.0579,8.344316
7497972600,2,142.9745,138.8767,18.94073,143.0861,18.99165
7497972600,3,155.8461,170.231,35.7194,155.3067,35.4958
7497972600,4,188.0329,184.5061,51.73537,186.9757,50.44098
7497972600,5,202.6008,203.737,85.34592,201.2548,81.75941
7497972600,6,201.1167,191.8733,100.9231,199.2836,94.67588
7497972600,7,225.5186,228.1268,101.7805,222.9284,102.3822
7497972700,1,116.1915,125.9667,8.306039,116.2321,8.348476
7497972700,2,134.1601,129.9872,19.11645,134.2742,18.99773
7497972700,3,142.534,164.7682,34.7591,142.4008,35.50233
7497972700,4,186.1117,182.106,51.77354,185.6655,50.44566
7497972700,5,202.209,200.628,85.84826,200.8065,81.7608
7497972700,6,199.8143,191.1635,99.22993,197.7861,94.67258
7497972700,7,225.4941,225.1057,102.9888,222.7347,102.3749
7497972800,1,127.7213,132.0193,8.480169,127.6901,8.396479
7497972800,2,141.2285,135.77,18.86258,141.4548,19.06734
7497972800,3,156.3523,169.0016,36.20358,155.6937,35.57626
7497972800,4,186.9068,183.091,50.9507,185.7828,50.49926
7497972800,5,202.1237,198.9173,86.35733,200.5493,81.77645
7497972800,6,198.8313,189.2008,99.8564,196.7207,94.63375
7497972800,7,225.4899,237.8142,100.7582,222.5415,102.291
7497972900,1,118.068,134.0262,8.394171,118.0384,8.39169
7497972900,2,140.6626,139.8139,19.03741,140.9475,19.0604
7497972900,3,157.7426,170.012,35.9797,157.3173,35.56887
7497972900,4,186.7655,183.5709,51.9587,185.6006,50.4939
7497972900,5,202.2256,201.4919,86.42549,200.4769,81.77489
7497972900,6,198.209,190.0812,100.2732,195.9719,94.63756
7497972900,7,227.4319,247.1239,100.5049,224.3876,102.2993
7497973000,1,119.5594,136.2824,8.332555,119.6223,8.364673
7497973000,2,140.2006,140.893,18.85513,140.4854,19.02122
7497973000,3,158.8766,171.5857,36.13375,158.296,35.52724
7497973000,4,185.7184,186.3577,51.05327,184.7448,50.46376
7497973000,5,201.2413,202.3023,85.99274,199.8609,81.76611
7497973000,6,196.5156,192.8999,100.1155,194.5695,94.65949
7497973000,7,221.9677,255.9428,102.111,219.2411,102.3465
7497973100,1,119.961,128.028,8.511098,119.9045,8.378904
7497973100,2,140.5289,133.2826,19.34448,140.4025,19.04188
7497973100,3,147.1769,167.1494,34.88637,146.6485,35.54923
7497973100,4,184.9876,182.0334,50.79288,184.3056,50.47966
7497973100,5,201.2666,197.3006,86.34504,199.3861,81.77077
7497973100,6,195.9559,189.8862,97.10558,193.5606,94.64797
7497973100,7,225.6914,237.61,104.7315,222.5026,102.3217
7497973200,1,129.9913,135.4559,8.541878,129.9555,8.397043
7497973200,2,142.7921,139.8511,19.10196,142.6941,19.06815
7497973200,3,150.8219,170.3175,35.0139,150.5231,35.57708
7497973200,4,186.1898,183.6864,51.22908,185.6608,50.49986
7497973200,5,202.4303,198.2667,86.15869,200.7313,81.77661
7497973200,6,196.7922,192.1422,97.75571,194.6096,94.63324
7497973200,7,230.3614,237.3383,103.697,227.2973,102.2899
7497973300,1,121.3018,125.8596,8.479762,121.3014,8.427884
7497973300,2,140.0253,132.3434,19.16416,140.1718,19.18727
7497973300,3,149.9667,172.3155,35.5055,149.601,35.86914
7497973300,4,184.8986,183.229,51.92722,184.3507,50.97853
7497973300,5,200.7903,202.4101,84.80203,199.1494,82.64017
7497973300,6,210.1676,199.0866,102.2623,208.0305,95.70355
7497973300,7,233.6963,250.8116,98.84903,230.5269,100.068
7497973400,1,122.9561,134.4253,8.469742,122.928,8.408294
7497973400,2,140.0881,140.113,19.07363,140.3613,19.15884
7497973400,3,160.436,169.7925,36.51516,159.8293,35.839
7497973400,4,185.2129,185.2152,52.11723,183.8757,50.95692
7497973400,5,201.042,198.9383,87.55447,199.0332,82.63444
7497973400,6,209.1027,197.4334,100.1533,206.439,95.72034
7497973400,7,235.4728,234.7582,98.68476,232.1806,100.1014
7497973500,1,117.3365,123.2935,8.49098,117.309,8.408908
7497973500,2,133.5555,131.6514,19.10719,133.7509,19.15976
7497973500,3,147.5282,164.1789,35.84356,147.0004,35.84002
7497973500,4,184.3449,183.4006,51.55185,183.4626,50.9576
7497973500,5,200.7213,196.8234,87.35641,199.0443,82.63457
7497973500,6,207.7906,194.6549,98.43349,205.4867,95.7198
7497973500,7,235.4273,219.9802,100.4128,232.5373,100.1003
7497973600,1,133.8243,134.4365,8.988312,133.8153,8.861385
7497973600,2,146.6025,139.1837,20.41597,146.3414,20.16413
7497973600,3,148.9603,172.8184,36.56588,148.7359,37.68105
7497973600,4,188.3401,183.0569,53.96636,187.7868,53.54073
7497973600,5,210.536,198.5793,91.86588,209.0476,86.77557
7497973600,6,201.3178,193.8404,104.7671,199.2211,100.4782
7497973600,7,235.2819,233.6321,103.4347,231.1637,105.0505
7497973700,1,122.7875,127.7992,8.476385,122.8069,8.441429
7497973700,2,138.7111,134.6078,19.17336,138.9277,19.2069
7497973700,3,152.2425,167.5719,36.27541,151.6316,35.88993
7497973700,4,183.7886,180.7954,51.94329,182.6991,50.99348
7497973700,5,199.4789,196.3901,85.85772,197.7316,82.6442
7497973700,6,201.0786,193.5597,99.59612,198.8384,95.69202
7497973700,7,232.5197,222.1775,100.704,229.4708,100.0449
7497973800,1,129.8635,131.3893,8.507962,129.8345,8.410698
7497973800,2,141.3346,138.0095,18.90964,141.5711,19.16232
7497973800,3,162.9437,172.9188,36.73419,162.1802,35.84267
7497973800,4,185.2176,181.1248,51.71322,184.2214,50.95955
7497973800,5,200.7812,199.2948,85.05751,199.3901,82.63507
7497973800,6,207.0458,197.2633,101.3781,205.0866,95.71817
7497973800,7,224.8035,237.0475,98.34186,222.0074,100.0972
7497973900,1,119.169,128.593,8.417604,119.1914,8.440993
7497973900,2,137.4892,135.5949,19.24827,137.75,19.20627
7497973900,3,153.2996,165.122,36.34509,152.7142,35.88927
7497973900,4,184.325,181.7379,51.67579,183.4783,50.99294
7497973900,5,200.9423,198.8395,86.13317,199.6092,82.64396
7497973900,6,206.3506,200.4566,99.84751,204.413,95.69229
7497973900,7,226.6412,229.3665,99.94072,223.9792,100.0456
7497974000,1,133.1296,139.619,9.815593,133.0913,9.707765
7497974000,2,150.6264,140.527,22.54762,150.522,22.08803
7497974000,3,152.9497,168.6376,40.49775,152.4619,41.2734
7497974000,4,191.4374,178.3875,59.80825,190.5306,58.64247
7497974000,5,204.6149,194.9592,99.32877,202.7867,95.04052
7497974000,6,200.3622,187.5733,114.5887,198.1123,110.0454
7497974000,7,236.0583,230.5729,114.0439,234.0975,115.0511
7497974100,1,124.4989,122.1589,9.145806,124.5492,9.129958
7497974100,2,142.9219,127.5623,20.32665,142.9146,20.17717
7497974100,3,153.7572,169.4033,40.14397,153.7452,40.65724
7497974100,4,195.3262,178.2025,58.73393,194.7351,57.60822
7497974100,5,194.7781,197.6078,101.7586,193.0607,96.99009
7497974100,6,191.8203,186.3482,117.6589,189.6125,111.3988
7497974100,7,222.3461,203.9746,102.0628,219.6762,112.2325
7497974700,1,116.3699,117.1285,8.393032,116.361,8.355718
7497974700,2,138.4777,124.174,18.62438,138.433,18.46707
7497974700,3,151.3808,167.5734,37.2203,151.1995,37.213
7497974700,4,188.5192,183.967,53.39555,187.8763,52.72925
7497974700,5,199.8038,201.3675,93.1189,198.4835,88.77784
7497974700,6,192.4586,191.8749,109.9328,190.5181,101.9681
7497974700,7,216.5743,210.1559,100.5677,213.6874,102.7322
7497974800,1,129.3171,126.468,9.6921,129.252,9.57467
7497974800,2,146.1675,131.6075,21.31702,146.1423,21.18737
7497974800,3,154.0602,167.6746,42.04699,154.183,42.73876
7497974800,4,195.1571,183.7547,61.14008,194.6338,60.59806
7497974800,5,206.2689,197.545,112.2116,203.4728,102.0836
7497974800,6,202.1753,186.4826,123.8565,198.9784,117.2949
7497974800,7,233.1278,209.7881,106.9559,228.5829,118.2009
7497974900,1,126.0527,130.8623,8.687961,126.0607,8.722853
7497974900,2,147.8591,135.2705,22.5762,147.486,21.50368
7497974900,3,163.6718,193.7986,37.47447,165.0912,43.51659
7497974900,4,203.743,203.0986,68.03703,203.4216,65.91205
7497974900,5,222.3633,220.9593,113.2178,220.8992,108.3303
7497974900,6,235.4991,218.5441,142.049,233.3091,124.1293
7497974900,7,283.3166,279.004,118.2429,279.0004,117.921
7497975000,1,126.6113,129.7021,9.549188,126.6354,9.482656
7497975000,2,141.7733,130.5604,21.48188,141.5082,20.72194
7497975000,3,156.5971,172.8545,38.84946,156.669,40.62212
7497975000,4,184.935,174.7528,61.84504,183.9042,59.6246
7497975000,5,190.9005,190.9781,105.2957,188.7128,98.26147
7497975000,6,184.3428,185.3629,122.593,181.9111,118.1375
7497975000,7,210.8379,211.2981,113.2244,209.4294,116.1948
7497975100,1,121.1883,125.1242,9.212354,121.2309,9.191104
7497975100,2,142.6223,128.1741,20.63253,142.5151,20.11067
7497975100,3,149.2195,164.2959,38.4906,149.0058,39.46619
7497975100,4,177.3899,173.0232,58.85617,176.5621,57.9691
7497975100,5,184.8159,191.1158,100.0267,183.0513,95.59105
7497975100,6,178.607,184.6888,118.2973,176.5535,114.9762
7497975100,7,196.0078,192.2128,113.8029,194.2431,113.1136
7497975300,1,117.3752,115.9423,8.471622,117.3687,8.417997
7497975300,2,136.2943,120.785,18.25963,136.5543,18.3588
7497975300,3,151.7248,156.492,36.55741,151.2663,35.92981
7497975300,4,177.0148,174.304,53.49324,175.9914,52.67895
7497975300,5,184.6229,186.1289,89.25227,183.5201,86.73395
7497975300,6,179.8858,184.1413,109.2015,178.4906,104.2088
7497975300,7,195.7015,189.851,107.31,193.4796,102.4554
7497975400,1,117.2502,116.8406,8.4737,117.2602,8.430028
7497975400,2,134.7716,125.7603,18.24233,134.9322,18.37618
7497975400,3,152.0483,158.7508,35.74775,152.0885,35.94936
7497975400,4,175.6685,177.751,52.7989,175.1468,52.69358
7497975400,5,184.2309,188.7123,90.85159,183.2295,86.73836
7497975400,6,180.0267,186.5784,107.6452,178.6177,104.1972
7497975400,7,194.5964,190.5401,104.2353,192.4902,102.4345
7497975500,1,123.7949,118.2124,8.940144,123.7588,8.815241
7497975500,2,135.9445,124.852,19.18973,135.883,19.24253
7497975500,3,146.7624,157.9892,36.92114,146.8509,37.68776
7497975500,4,175.7202,176.7132,54.96743,175.0979,55.28412
7497975500,5,183.3254,183.3948,96.83115,182.0914,91.06195
7497975500,6,175.9229,184.8418,110.7127,174.1322,109.4418
7497975500,7,196.0969,182.7064,109.5573,193.6788,107.6193
7497975800,1,117.4145,115.5037,10.28847,117.4426,10.19973
7497975800,2,140.183,122.5166,25.03612,139.623,23.59239
7497975800,3,150.7119,179.0506,40.50991,151.024,44.41596
7497975800,4,181.2815,169.3663,62.61184,180.8797,61.7068
7497975800,5,184.4501,184.7626,114.1668,182.8586,107.6805
7497975800,6,179.4199,178.0799,116.3437,177.2001,125.2886
7497975800,7,200.467,164.7396,136.7244,198.3755,124.2141
7497975900,1,117.9187,116.45,10.2425,117.9269,10.17926
7497975900,2,138.3295,126.6487,24.09062,138.2341,23.56233
7497975900,3,154.2132,184.9453,41.46269,154.5293,44.38367
7497975900,4,180.4923,168.3801,62.91239,179.7834,61.68293
7497975900,5,184.4247,186.0065,112.1962,182.9636,107.6735
7497975900,6,178.9283,178.5123,122.9988,176.9581,125.3076
7497975900,7,196.0895,168.2744,131.3475,193.8263,124.2488
7497976000,1,118.602,116.5207,9.52628,118.643,9.499792
7497976000,2,135.5893,129.3736,22.50583,135.403,22.0261
7497976000,3,148.4224,190.6143,39.66347,148.2701,41.54136
7497976000,4,172.7835,170.1747,58.10786,172.591,57.77725
7497976000,5,183.0069,192.7175,104.195,181.8416,100.9292
7497976000,6,175.4896,180.4747,122.4071,173.7673,117.5164
7497976000,7,200.6866,174.8524,120.4692,198.0324,116.5571
7498070300,1,120.0901,120.1252,7.577552,120.1415,7.55104
7498070300,2,142.1174,143.1021,16.79167,142.177,16.90876
7498070300,3,154.8409,148.8559,38.16408,153.5837,35.33403
7498070300,4,180.7908,205.0154,48.60185,179.6647,50.00335
7498070300,5,204.2221,208.7486,94.12619,203.171,90.04076
7498070300,6,205.751,211.2577,113.1424,203.9355,106.6473
7498070300,7,228.6048,269.5465,104.5608,225.9198,106.7905
7498070400,1,121.2849,123.0861,7.640068,121.2143,7.565596
7498070400,2,143.1531,143.3242,16.69377,143.4944,16.93063
7498070400,3,161.3054,147.3702,37.62004,160.3082,35.3601
7498070400,4,184.3514,210.1968,49.95407,183.0432,50.02309
7498070400,5,206.5082,208.1136,95.54745,204.2557,90.04778
7498070400,6,204.8345,202.9677,112.2483,202.9278,106.633
7498070400,7,234.4093,281.9998,102.4918,231.697,106.7628
7498071900,1,119.6366,116.3781,8.046448,119.6041,7.963998
7498071900,2,133.9352,132.7,16.86399,134.0721,17.21597
7498071900,3,142.9969,141.619,32.43554,142.9465,32.533
7498071900,4,173.7098,192.4509,42.20206,173.6145,43.95022
7498071900,5,203.7219,192.8889,82.50831,202.7589,76.65053
7498071900,6,192.1134,197.2828,92.96355,190.5233,94.25301
7498071900,7,224.6905,221.3241,96.47468,222.5653,94.05968
7498072000,1,113.8516,113.3635,7.943385,113.8532,7.897618
7498072000,2,132.7266,129.2094,16.87617,132.9581,17.12094
7498072000,3,140.3347,140.1021,32.3675,140.0765,32.42871
7498072000,4,178.9102,191.6203,43.86295,178.3957,43.87332
7498072000,5,202.8282,194.6776,80.55368,201.4317,76.6217
7498072000,6,192.9455,194.7126,94.98795,191.1871,94.31284
7498072000,7,224.6358,210.8851,94.59279,222.2809,94.17594
7498072100,1,119.041,117.3086,8.002176,118.9951,7.953308
7498072100,2,133.2589,130.5172,16.73035,133.7673,17.20068
7498072100,3,143.0202,142.2901,32.63988,142.6902,32.51623
7498072100,4,176.1702,193.1721,43.45232,175.742,43.93786
7498072100,5,201.795,194.6483,80.13349,200.4156,76.64591
7498072100,6,193.0385,192.2892,96.12876,191.2892,94.26263
7498072100,7,222.92,207.9267,95.72186,220.5443,94.07828
7500270700,1,126.186,119.0933,7.193298,126.1582,7.081509
7500270700,2,142.7973,138.0166,14.61513,142.7732,14.57228
7500270700,3,151.9459,150.8957,29.64957,150.9155,28.64133
7500270700,4,187.3902,209.252,37.78757,187.4586,40.5341
7500270700,5,216.0381,207.2365,74.13375,216.6301,73.01433
7500270700,6,238.585,229.3267,87.1926,237.576,82.81718
7500270700,7,278.3111,265.1324,88.40353,274.7041,84.05727
7500270800,1,124.6692,118.9271,7.156318,124.6157,7.066402
7500270800,2,141.2913,137.6669,14.6216,141.2754,14.55081
7500270800,3,150.4043,150.7385,29.3013,149.6783,28.61654
7500270800,4,187.282,210.0255,38.83547,186.9485,40.51541
7500270800,5,213.9408,205.9927,75.56218,213.2874,73.00888
7500270800,6,239.4447,225.1536,88.57406,237.7708,82.83125
7500270800,7,278.8286,285.4908,82.65144,274.3773,84.08426
7500271300,1,129.1728,128.7182,8.076527,129.2136,8.009335
7500271300,2,143.1943,149.6265,16.164,143.3031,16.46769
7500271300,3,156.9364,160.505,31.32653,156.4375,30.85088
7500271300,4,194.5358,211.5198,43.41204,193.9614,42.98736
7500271300,5,212.5952,204.0626,73.00082,212.6589,70.75208
